Fecha,Pasajeros,Origen,Destino,Tipo de trafico,Año,Mes
2019-09-01,8700,ADOLFO SUAREZ MADRID-BARAJAS airport,BEIJING/CAPITAL airport,Salida,2019,9
2019-10-01,9093,ADOLFO SUAREZ MADRID-BARAJAS airport,BEIJING/CAPITAL airport,Salida,2019,10
2019-11-01,6894,ADOLFO SUAREZ MADRID-BARAJAS airport,BEIJING/CAPITAL airport,Salida,2019,11
2019-12-01,6402,ADOLFO SUAREZ MADRID-BARAJAS airport,BEIJING/CAPITAL airport,Salida,2019,12
2023-01-01,1423,ADOLFO SUAREZ MADRID-BARAJAS airport,BEIJING/CAPITAL airport,Salida,2023,1
2023-02-01,3651,ADOLFO SUAREZ MADRID-BARAJAS airport,BEIJING/CAPITAL airport,Salida,2023,2
2023-03-01,6757,ADOLFO SUAREZ MADRID-BARAJAS airport,BEIJING/CAPITAL airport,Salida,2023,3
2023-04-01,6239,ADOLFO SUAREZ MADRID-BARAJAS airport,BEIJING/CAPITAL airport,Salida,2023,4
2023-05-01,6023,ADOLFO SUAREZ MADRID-BARAJAS airport,BEIJING/CAPITAL airport,Salida,2023,5
2023-06-01,7516,ADOLFO SUAREZ MADRID-BARAJAS airport,BEIJING/CAPITAL airport,Salida,2023,6
2023-07-01,10138,ADOLFO SUAREZ MADRID-BARAJAS airport,BEIJING/CAPITAL airport,Salida,2023,7
2023-08-01,10019,ADOLFO SUAREZ MADRID-BARAJAS airport,BEIJING/CAPITAL airport,Salida,2023,8
2023-09-01,10126,ADOLFO SUAREZ MADRID-BARAJAS airport,BEIJING/CAPITAL airport,Salida,2023,9
2023-10-01,10708,ADOLFO SUAREZ MADRID-BARAJAS airport,BEIJING/CAPITAL airport,Salida,2023,10
2023-11-01,12821,ADOLFO SUAREZ MADRID-BARAJAS airport,BEIJING/CAPITAL airport,Salida,2023,11
2023-12-01,12457,ADOLFO SUAREZ MADRID-BARAJAS airport,BEIJING/CAPITAL airport,Salida,2023,12
2024-01-01,13946,ADOLFO SUAREZ MADRID-BARAJAS airport,BEIJING/CAPITAL airport,Salida,2024,1
2024-02-01,12707,ADOLFO SUAREZ MADRID-BARAJAS airport,BEIJING/CAPITAL airport,Salida,2024,2
2024-03-01,15729,ADOLFO SUAREZ MADRID-BARAJAS airport,BEIJING/CAPITAL airport,Salida,2024,3
2024-04-01,15107,ADOLFO SUAREZ MADRID-BARAJAS airport,BEIJING/CAPITAL airport,Salida,2024,4
2024-05-01,18329,ADOLFO SUAREZ MADRID-BARAJAS airport,BEIJING/CAPITAL airport,Salida,2024,5
2024-06-01,19601,ADOLFO SUAREZ MADRID-BARAJAS airport,BEIJING/CAPITAL airport,Salida,2024,6
2024-07-01,20831,ADOLFO SUAREZ MADRID-BARAJAS airport,BEIJING/CAPITAL airport,Salida,2024,7
2024-08-01,21321,ADOLFO SUAREZ MADRID-BARAJAS airport,BEIJING/CAPITAL airport,Salida,2024,8
2024-09-01,21229,ADOLFO SUAREZ MADRID-BARAJAS airport,BEIJING/CAPITAL airport,Salida,2024,9
2024-10-01,21123,ADOLFO SUAREZ MADRID-BARAJAS airport,BEIJING/CAPITAL airport,Salida,2024,10
2024-11-01,21648,ADOLFO SUAREZ MADRID-BARAJAS airport,BEIJING/CAPITAL airport,Salida,2024,11
2024-12-01,18791,ADOLFO SUAREZ MADRID-BARAJAS airport,BEIJING/CAPITAL airport,Salida,2024,12
2016-04-01,3,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2016,4
2016-06-01,1120,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2016,6
2016-07-01,12872,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2016,7
2016-08-01,17771,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2016,8
2016-09-01,11674,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2016,9
2016-10-01,11508,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2016,10
2016-11-01,9332,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2016,11
2016-12-01,10760,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2016,12
2017-01-01,13583,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2017,1
2017-02-01,11205,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2017,2
2017-03-01,12860,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2017,3
2017-04-01,13422,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2017,4
2017-05-01,13123,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2017,5
2017-06-01,12086,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2017,6
2017-07-01,13819,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2017,7
2017-08-01,13081,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2017,8
2017-09-01,12524,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2017,9
2017-10-01,12227,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2017,10
2017-11-01,9867,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2017,11
2017-12-01,9759,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2017,12
2018-01-01,10730,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2018,1
2018-02-01,10995,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2018,2
2018-03-01,12332,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2018,3
2018-04-01,13293,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2018,4
2018-05-01,13786,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2018,5
2018-06-01,13036,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2018,6
2018-07-01,14037,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2018,7
2018-08-01,13800,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2018,8
2018-09-01,13483,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2018,9
2018-10-01,13484,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2018,10
2018-11-01,10286,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2018,11
2018-12-01,11719,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2018,12
2019-01-01,14001,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2019,1
2019-02-01,12405,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2019,2
2019-03-01,14071,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2019,3
2019-04-01,13134,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2019,4
2019-05-01,14944,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2019,5
2019-06-01,15946,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2019,6
2019-07-01,17389,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2019,7
2019-08-01,17615,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2019,8
2019-09-01,16185,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2019,9
2019-10-01,16785,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2019,10
2019-11-01,15955,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2019,11
2019-12-01,15677,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2019,12
2024-01-01,9995,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2024,1
2024-02-01,9676,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2024,2
2024-03-01,10299,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2024,3
2024-04-01,14183,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2024,4
2024-05-01,14480,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2024,5
2024-06-01,15420,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2024,6
2024-07-01,15778,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2024,7
2024-08-01,16665,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2024,8
2024-09-01,15742,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2024,9
2024-10-01,15610,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2024,10
2024-11-01,15021,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2024,11
2024-12-01,12897,ADOLFO SUAREZ MADRID-BARAJAS airport,SHANGHAI/PUDONG airport,Salida,2024,12
2010-01-01,47916,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2010,1
2010-02-01,37253,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2010,2
2010-03-01,41683,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2010,3
2010-04-01,38061,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2010,4
2010-05-01,38894,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2010,5
2010-06-01,51666,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2010,6
2010-07-01,59186,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2010,7
2010-08-01,56487,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2010,8
2010-09-01,50493,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2010,9
2010-10-01,52176,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2010,10
2010-11-01,48663,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2010,11
2010-12-01,55365,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2010,12
2011-01-01,62939,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2011,1
2011-02-01,47632,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2011,2
2011-03-01,48549,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2011,3
2011-04-01,49806,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2011,4
2011-05-01,49020,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2011,5
2011-06-01,58871,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2011,6
2011-07-01,64416,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2011,7
2011-08-01,61123,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2011,8
2011-09-01,56149,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2011,9
2011-10-01,52396,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2011,10
2011-11-01,46146,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2011,11
2011-12-01,55110,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2011,12
2012-01-01,59308,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2012,1
2012-02-01,48230,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2012,2
2012-03-01,49697,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2012,3
2012-04-01,48057,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2012,4
2012-05-01,47124,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2012,5
2012-06-01,54472,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2012,6
2012-07-01,51176,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2012,7
2012-08-01,48006,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2012,8
2012-09-01,45580,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2012,9
2012-10-01,44037,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2012,10
2012-11-01,37222,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2012,11
2012-12-01,44820,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2012,12
2013-01-01,43885,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2013,1
2013-02-01,32133,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2013,2
2013-03-01,35296,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2013,3
2013-04-01,33519,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2013,4
2013-05-01,38868,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2013,5
2013-06-01,47360,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2013,6
2013-07-01,47522,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2013,7
2013-08-01,46815,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2013,8
2013-09-01,44329,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2013,9
2013-10-01,45708,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2013,10
2013-11-01,40235,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2013,11
2013-12-01,46671,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2013,12
2014-01-01,47023,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2014,1
2014-02-01,39245,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2014,2
2014-03-01,41744,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2014,3
2014-04-01,44026,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2014,4
2014-05-01,43920,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2014,5
2014-06-01,47678,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2014,6
2014-07-01,47392,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2014,7
2014-08-01,49022,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2014,8
2014-09-01,47291,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2014,9
2014-10-01,44896,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2014,10
2014-11-01,40393,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2014,11
2014-12-01,45404,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2014,12
2015-01-01,45776,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2015,1
2015-02-01,36917,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2015,2
2015-03-01,42534,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2015,3
2015-04-01,39495,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2015,4
2015-05-01,42752,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2015,5
2015-06-01,48719,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2015,6
2015-07-01,49393,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2015,7
2015-08-01,47785,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2015,8
2015-09-01,44748,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2015,9
2015-10-01,46159,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2015,10
2015-11-01,42596,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2015,11
2015-12-01,47938,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2015,12
2016-01-01,48801,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2016,1
2016-02-01,40054,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2016,2
2016-03-01,43428,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2016,3
2016-04-01,40261,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2016,4
2016-05-01,42916,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2016,5
2016-06-01,49298,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2016,6
2016-07-01,65822,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2016,7
2016-08-01,65045,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2016,8
2016-09-01,60365,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2016,9
2016-10-01,64238,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2016,10
2016-11-01,58067,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2016,11
2016-12-01,71013,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2016,12
2017-01-01,71038,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2017,1
2017-02-01,53065,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2017,2
2017-03-01,59200,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2017,3
2017-04-01,64793,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2017,4
2017-05-01,64870,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2017,5
2017-06-01,69526,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2017,6
2017-07-01,74386,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2017,7
2017-08-01,70517,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2017,8
2017-09-01,66493,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2017,9
2017-10-01,67117,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2017,10
2017-11-01,61800,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2017,11
2017-12-01,66996,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2017,12
2018-01-01,74560,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2018,1
2018-02-01,62032,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2018,2
2018-03-01,71189,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2018,3
2018-04-01,70348,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2018,4
2018-05-01,71874,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2018,5
2018-06-01,77202,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2018,6
2018-07-01,80054,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2018,7
2018-08-01,77796,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2018,8
2018-09-01,72703,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2018,9
2018-10-01,77146,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2018,10
2018-11-01,69352,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2018,11
2018-12-01,79063,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2018,12
2019-01-01,77729,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2019,1
2019-02-01,65294,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2019,2
2019-03-01,69313,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2019,3
2019-04-01,74934,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2019,4
2019-05-01,74252,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2019,5
2019-06-01,78130,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2019,6
2019-07-01,89649,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2019,7
2019-08-01,87975,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2019,8
2019-09-01,83110,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2019,9
2019-10-01,88408,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2019,10
2019-11-01,80774,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2019,11
2019-12-01,87209,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2019,12
2020-01-01,86236,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2020,1
2020-02-01,74619,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2020,2
2020-03-01,43347,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2020,3
2020-04-01,0,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2020,4
2020-05-01,2063,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2020,5
2020-06-01,2806,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2020,6
2020-07-01,2815,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2020,7
2020-08-01,2098,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2020,8
2020-09-01,4778,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2020,9
2020-10-01,6104,ADOLFO SUAREZ MADRID-BARAJAS airport,BOGOTA INTL/CUNDINAMARCA airport,Salida,2020,10
