Fecha,Pasajeros,Origen,Destino,Tipo de trafico,Año,Mes
2010-01-01,22952,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2010,1
2010-02-01,20387,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2010,2
2010-03-01,26436,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2010,3
2010-04-01,31606,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2010,4
2010-05-01,26247,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2010,5
2010-06-01,30996,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2010,6
2010-07-01,40089,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2010,7
2010-08-01,47356,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2010,8
2010-09-01,37322,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2010,9
2010-10-01,34511,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2010,10
2010-11-01,23965,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2010,11
2010-12-01,24563,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2010,12
2011-01-01,24777,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2011,1
2011-02-01,22256,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2011,2
2011-03-01,22080,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2011,3
2011-04-01,22146,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2011,4
2011-05-01,21602,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2011,5
2011-06-01,25751,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2011,6
2011-07-01,31684,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2011,7
2011-08-01,36617,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2011,8
2011-09-01,28744,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2011,9
2011-10-01,26577,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2011,10
2011-11-01,20668,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2011,11
2011-12-01,23262,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2011,12
2012-01-01,20249,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2012,1
2012-02-01,15740,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2012,2
2012-03-01,15885,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2012,3
2012-04-01,21056,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2012,4
2012-05-01,18641,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2012,5
2012-06-01,20721,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2012,6
2012-07-01,27442,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2012,7
2012-08-01,32830,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2012,8
2012-09-01,22161,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2012,9
2012-10-01,21285,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2012,10
2012-11-01,12958,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2012,11
2012-12-01,14103,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2012,12
2013-01-01,14257,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2013,1
2013-02-01,11886,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2013,2
2013-03-01,14829,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2013,3
2013-04-01,16227,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2013,4
2013-05-01,17321,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2013,5
2013-06-01,17806,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2013,6
2013-07-01,24722,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2013,7
2013-08-01,29164,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2013,8
2013-09-01,20378,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2013,9
2013-10-01,17725,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2013,10
2013-11-01,14003,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2013,11
2013-12-01,14925,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2013,12
2014-01-01,13076,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2014,1
2014-02-01,11444,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2014,2
2014-03-01,13910,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2014,3
2014-04-01,19999,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2014,4
2014-05-01,18575,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2014,5
2014-06-01,20070,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2014,6
2014-07-01,31186,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2014,7
2014-08-01,31501,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2014,8
2014-09-01,21453,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2014,9
2014-10-01,22011,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2014,10
2014-11-01,15105,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2014,11
2014-12-01,18386,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2014,12
2015-01-01,15669,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2015,1
2015-02-01,12847,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2015,2
2015-03-01,15456,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2015,3
2015-04-01,19313,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2015,4
2015-05-01,18678,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2015,5
2015-06-01,21827,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2015,6
2015-07-01,32509,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2015,7
2015-08-01,38434,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2015,8
2015-09-01,25753,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2015,9
2015-10-01,23458,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2015,10
2015-11-01,19263,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2015,11
2015-12-01,21023,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2015,12
2016-01-01,21443,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2016,1
2016-02-01,18970,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2016,2
2016-03-01,20076,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2016,3
2016-04-01,19640,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2016,4
2016-05-01,20586,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2016,5
2016-06-01,24820,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2016,6
2016-07-01,35797,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2016,7
2016-08-01,38862,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2016,8
2016-09-01,29102,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2016,9
2016-10-01,24961,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2016,10
2016-11-01,19609,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2016,11
2016-12-01,22800,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2016,12
2017-01-01,22208,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2017,1
2017-02-01,17919,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2017,2
2017-03-01,20847,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2017,3
2017-04-01,22735,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2017,4
2017-05-01,20894,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2017,5
2017-06-01,26068,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2017,6
2017-07-01,33880,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2017,7
2017-08-01,40019,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2017,8
2017-09-01,29615,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2017,9
2017-10-01,24477,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2017,10
2017-11-01,21406,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2017,11
2017-12-01,25140,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2017,12
2018-01-01,23206,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2018,1
2018-02-01,19502,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2018,2
2018-03-01,23714,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2018,3
2018-04-01,23421,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2018,4
2018-05-01,23971,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2018,5
2018-06-01,26187,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2018,6
2018-07-01,34496,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2018,7
2018-08-01,39869,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2018,8
2018-09-01,29476,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2018,9
2018-10-01,26084,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2018,10
2018-11-01,22139,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2018,11
2018-12-01,24347,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2018,12
2019-01-01,24160,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2019,1
2019-02-01,21454,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2019,2
2019-03-01,24511,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2019,3
2019-04-01,26101,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2019,4
2019-05-01,26328,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2019,5
2019-06-01,30332,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2019,6
2019-07-01,39224,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2019,7
2019-08-01,43014,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2019,8
2019-09-01,32117,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2019,9
2019-10-01,29839,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2019,10
2019-11-01,25743,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2019,11
2019-12-01,28687,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2019,12
2020-01-01,28215,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2020,1
2020-02-01,25011,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2020,2
2020-03-01,12453,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2020,3
2020-04-01,344,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2020,4
2020-05-01,859,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2020,5
2020-06-01,2629,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2020,6
2020-07-01,17491,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2020,7
2020-08-01,34244,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2020,8
2020-09-01,18962,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2020,9
2020-10-01,10003,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2020,10
2020-11-01,8288,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2020,11
2020-12-01,11845,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2020,12
2021-01-01,9258,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2021,1
2021-02-01,8278,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2021,2
2021-03-01,11302,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2021,3
2021-04-01,14785,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2021,4
2021-05-01,18971,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2021,5
2021-06-01,20520,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2021,6
2021-07-01,33398,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2021,7
2021-08-01,40823,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2021,8
2021-09-01,32486,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2021,9
2021-10-01,29155,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2021,10
2021-11-01,24380,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2021,11
2021-12-01,27877,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2021,12
2022-01-01,25438,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2022,1
2022-02-01,23188,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2022,2
2022-03-01,27906,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2022,3
2022-04-01,32081,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2022,4
2022-05-01,29265,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2022,5
2022-06-01,35143,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2022,6
2022-07-01,41597,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2022,7
2022-08-01,44347,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2022,8
2022-09-01,36921,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2022,9
2022-10-01,32612,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2022,10
2022-11-01,30048,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2022,11
2022-12-01,32136,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2022,12
2023-01-01,33553,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2023,1
2023-02-01,30560,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2023,2
2023-03-01,32993,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2023,3
2023-04-01,31887,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2023,4
2023-05-01,32328,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2023,5
2023-06-01,34354,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2023,6
2023-07-01,39735,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2023,7
2023-08-01,40796,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2023,8
2023-09-01,35010,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2023,9
2023-10-01,34593,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2023,10
2023-11-01,32576,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2023,11
2023-12-01,35574,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2023,12
2024-01-01,34882,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2024,1
2024-02-01,31699,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2024,2
2024-03-01,35682,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2024,3
2024-04-01,34809,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2024,4
2024-05-01,36507,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2024,5
2024-06-01,36437,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2024,6
2024-07-01,40712,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2024,7
2024-08-01,41127,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2024,8
2024-09-01,35848,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2024,9
2024-10-01,35023,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2024,10
2024-11-01,34021,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2024,11
2024-12-01,37778,FUERTEVENTURA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2024,12
2010-01-01,4218,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2010,1
2010-02-01,3159,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2010,2
2010-03-01,4410,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2010,3
2010-04-01,5051,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2010,4
2010-05-01,4681,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2010,5
2010-06-01,5020,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2010,6
2010-07-01,7721,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2010,7
2010-08-01,12431,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2010,8
2010-09-01,6198,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2010,9
2010-10-01,5856,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2010,10
2010-11-01,4446,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2010,11
2010-12-01,4778,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2010,12
2011-01-01,4541,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2011,1
2011-02-01,4510,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2011,2
2011-03-01,5293,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2011,3
2011-04-01,6108,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2011,4
2011-05-01,6336,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2011,5
2011-06-01,7414,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2011,6
2011-07-01,11625,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2011,7
2011-08-01,14106,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2011,8
2011-09-01,10773,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2011,9
2011-10-01,8767,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2011,10
2011-11-01,4608,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2011,11
2011-12-01,5044,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2011,12
2012-01-01,4419,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2012,1
2012-02-01,4362,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2012,2
2012-03-01,4609,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2012,3
2012-04-01,4477,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2012,4
2012-05-01,5700,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2012,5
2012-06-01,5824,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2012,6
2012-07-01,10990,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2012,7
2012-08-01,13346,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2012,8
2012-09-01,7153,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2012,9
2012-10-01,6033,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2012,10
2012-11-01,3830,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2012,11
2012-12-01,3689,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2012,12
2013-01-01,3581,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2013,1
2013-02-01,2593,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2013,2
2013-03-01,3792,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2013,3
2013-04-01,2418,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2013,4
2013-05-01,2974,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2013,5
2013-06-01,2904,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2013,6
2013-07-01,6068,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2013,7
2013-08-01,9093,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2013,8
2013-09-01,4264,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2013,9
2013-10-01,3981,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2013,10
2013-11-01,3946,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2013,11
2013-12-01,3938,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2013,12
2014-01-01,3101,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2014,1
2014-02-01,3129,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2014,2
2014-03-01,4638,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2014,3
2014-04-01,4721,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2014,4
2014-05-01,4955,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2014,5
2014-06-01,4605,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2014,6
2014-07-01,6541,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2014,7
2014-08-01,9614,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2014,8
2014-09-01,6608,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2014,9
2014-10-01,5112,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2014,10
2014-11-01,4689,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2014,11
2014-12-01,5420,LA PALMA airport,ADOLFO SUAREZ MADRID-BARAJAS airport,Llegada,2014,12
